"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: listSize"
"benchmarks.persistentDeque.Remove.removeFirst:·gc.alloc.rate","avgt",1,20,1560.841664,16.535918,"MB/sec",10000000
"benchmarks.persistentDeque.Remove.removeFirst:·gc.alloc.rate.norm","avgt",1,20,5039752446.400000,11.403704,"B/op",10000000
"benchmarks.persistentDeque.Remove.removeFirst:·gc.churn.PS_Eden_Space","avgt",1,20,1570.355189,51.504937,"MB/sec",10000000
"benchmarks.persistentDeque.Remove.removeFirst:·gc.churn.PS_Eden_Space.norm","avgt",1,20,5070389248.000000,154736485.666310,"B/op",10000000
"benchmarks.persistentDeque.Remove.removeFirst:·gc.churn.PS_Survivor_Space","avgt",1,20,69.553556,6.775382,"MB/sec",10000000
"benchmarks.persistentDeque.Remove.removeFirst:·gc.churn.PS_Survivor_Space.norm","avgt",1,20,224549273.600000,21427670.821572,"B/op",10000000
"benchmarks.persistentDeque.Remove.removeFirst:·gc.count","avgt",1,20,121.000000,NaN,"counts",10000000
"benchmarks.persistentDeque.Remove.removeFirst:·gc.time","avgt",1,20,15368.000000,NaN,"ms",10000000
"benchmarks.persistentDeque.Remove.removeLast","avgt",1,20,0.103749,0.002672,"us/op",3
"benchmarks.persistentDeque.Remove.removeLast:·gc.alloc.rate","avgt",1,20,1421.001901,29.962815,"MB/sec",3
"benchmarks.persistentDeque.Remove.removeLast:·gc.alloc.rate.norm","avgt",1,20,432.000084,0.000002,"B/op",3
"benchmarks.persistentDeque.Remove.removeLast:·gc.churn.PS_Eden_Space","avgt",1,20,1421.376408,45.400415,"MB/sec",3
"benchmarks.persistentDeque.Remove.removeLast:·gc.churn.PS_Eden_Space.norm","avgt",1,20,432.047443,7.978535,"B/op",3
"benchmarks.persistentDeque.Remove.removeLast:·gc.churn.PS_Survivor_Space","avgt",1,20,0.134558,0.044674,"MB/sec",3
"benchmarks.persistentDeque.Remove.removeLast:·gc.churn.PS_Survivor_Space.norm","avgt",1,20,0.040911,0.013392,"B/op",3
"benchmarks.persistentDeque.Remove.removeLast:·gc.count","avgt",1,20,419.000000,NaN,"counts",3
"benchmarks.persistentDeque.Remove.removeLast:·gc.time","avgt",1,20,192.000000,NaN,"ms",3
"benchmarks.persistentDeque.Remove.removeLast","avgt",1,20,0.628132,0.014237,"us/op",15
"benchmarks.persistentDeque.Remove.removeLast:·gc.alloc.rate","avgt",1,20,1756.271867,38.338474,"MB/sec",15
"benchmarks.persistentDeque.Remove.removeLast:·gc.alloc.rate.norm","avgt",1,20,3408.000533,0.000014,"B/op",15
"benchmarks.persistentDeque.Remove.removeLast:·gc.churn.PS_Eden_Space","avgt",1,20,1754.258791,58.093429,"MB/sec",15
"benchmarks.persistentDeque.Remove.removeLast:·gc.churn.PS_Eden_Space.norm","avgt",1,20,3403.771928,77.054699,"B/op",15
"benchmarks.persistentDeque.Remove.removeLast:·gc.churn.PS_Survivor_Space","avgt",1,20,0.134774,0.035813,"MB/sec",15
"benchmarks.persistentDeque.Remove.removeLast:·gc.churn.PS_Survivor_Space.norm","avgt",1,20,0.261900,0.070217,"B/op",15
"benchmarks.persistentDeque.Remove.removeLast:·gc.count","avgt",1,20,416.000000,NaN,"counts",15
"benchmarks.persistentDeque.Remove.removeLast:·gc.time","avgt",1,20,193.000000,NaN,"ms",15
"benchmarks.persistentDeque.Remove.removeLast","avgt",1,20,68.665656,0.850652,"us/op",1000
"benchmarks.persistentDeque.Remove.removeLast:·gc.alloc.rate","avgt",1,20,1759.730056,20.210318,"MB/sec",1000
"benchmarks.persistentDeque.Remove.removeLast:·gc.alloc.rate.norm","avgt",1,20,469416.074034,0.002086,"B/op",1000
"benchmarks.persistentDeque.Remove.removeLast:·gc.churn.PS_Eden_Space","avgt",1,20,1762.317962,42.139416,"MB/sec",1000
"benchmarks.persistentDeque.Remove.removeLast:·gc.churn.PS_Eden_Space.norm","avgt",1,20,470072.749277,8485.868772,"B/op",1000
"benchmarks.persistentDeque.Remove.removeLast:·gc.churn.PS_Survivor_Space","avgt",1,20,0.051848,0.025122,"MB/sec",1000
"benchmarks.persistentDeque.Remove.removeLast:·gc.churn.PS_Survivor_Space.norm","avgt",1,20,13.842237,6.681735,"B/op",1000
"benchmarks.persistentDeque.Remove.removeLast:·gc.count","avgt",1,20,437.000000,NaN,"counts",1000
"benchmarks.persistentDeque.Remove.removeLast:·gc.time","avgt",1,20,196.000000,NaN,"ms",1000
"benchmarks.persistentDeque.Remove.removeLast","avgt",1,20,14168.185661,159.195366,"us/op",100000
"benchmarks.persistentDeque.Remove.removeLast:·gc.alloc.rate","avgt",1,20,1291.763574,15.121859,"MB/sec",100000
"benchmarks.persistentDeque.Remove.removeLast:·gc.alloc.rate.norm","avgt",1,20,50292682.746760,0.390736,"B/op",100000
"benchmarks.persistentDeque.Remove.removeLast:·gc.churn.PS_Eden_Space","avgt",1,20,1289.945459,155.386905,"MB/sec",100000
"benchmarks.persistentDeque.Remove.removeLast:·gc.churn.PS_Eden_Space.norm","avgt",1,20,50244142.597352,6147052.325921,"B/op",100000
"benchmarks.persistentDeque.Remove.removeLast:·gc.churn.PS_Survivor_Space","avgt",1,20,0.994888,0.304080,"MB/sec",100000
"benchmarks.persistentDeque.Remove.removeLast:·gc.churn.PS_Survivor_Space.norm","avgt",1,20,38809.671359,12042.317729,"B/op",100000
"benchmarks.persistentDeque.Remove.removeLast:·gc.count","avgt",1,20,80.000000,NaN,"counts",100000
"benchmarks.persistentDeque.Remove.removeLast:·gc.time","avgt",1,20,212.000000,NaN,"ms",100000
"benchmarks.persistentDeque.Remove.removeLast","avgt",1,20,968923.426850,9709.330075,"us/op",10000000
"benchmarks.persistentDeque.Remove.removeLast:·gc.alloc.rate","avgt",1,20,1542.471479,12.819219,"MB/sec",10000000
"benchmarks.persistentDeque.Remove.removeLast:·gc.alloc.rate.norm","avgt",1,20,5039792032.000000,16.866306,"B/op",10000000
"benchmarks.persistentDeque.Remove.removeLast:·gc.churn.PS_Eden_Space","avgt",1,20,1542.626997,13.281365,"MB/sec",10000000
"benchmarks.persistentDeque.Remove.removeLast:·gc.churn.PS_Eden_Space.norm","avgt",1,20,5040295116.800000,9502155.442885,"B/op",10000000
"benchmarks.persistentDeque.Remove.removeLast:·gc.churn.PS_Survivor_Space","avgt",1,20,57.541749,0.767884,"MB/sec",10000000
"benchmarks.persistentDeque.Remove.removeLast:·gc.churn.PS_Survivor_Space.norm","avgt",1,20,188008038.400000,1896598.734362,"B/op",10000000
"benchmarks.persistentDeque.Remove.removeLast:·gc.count","avgt",1,20,120.000000,NaN,"counts",10000000
"benchmarks.persistentDeque.Remove.removeLast:·gc.time","avgt",1,20,15619.000000,NaN,"ms",10000000
